City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,2020-05-28,43.68,108.29,17.75,10.33,27.66,12.14,0.49,10.98,17.0,1.3,1.1,8.72,81,Satisfactory
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17.0,1.3,1.1,8.72,67,Satisfactory
Amritsar,2020-05-30,24.14,51.65,20.17,14.87,31.03,12.57,0.66,6.28,17.0,1.3,1.1,8.82,63,Satisfactory
Amritsar,2020-05-31,13.33,25.58,27.84,22.14,37.92,14.22,0.63,8.09,17.0,1.3,1.1,8.72,48,Good
Amritsar,2020-06-01,19.12,33.74,30.02,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33,43,Good
Amritsar,2020-06-02,26.84,152.97,23.06,21.62,34.76,13.99,0.68,17.71,28.48,1.3,1.1,8.81,65,Satisfactory
Amritsar,2020-06-03,26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72,478,Severe
Amritsar,2020-06-04,30.13,167.85,20.82,15.08,28.88,13.01,0.74,16.68,33.88,1.22,1.03,8.27,193,Moderate
Amritsar,2020-06-05,20.75,29.73,24.69,21.48,34.62,14.25,0.72,10.49,40.04,1.3,1.1,8.82,56,Satisfactory
Amritsar,2020-06-06,15.5,24.76,21.22,15.84,30.45,13.12,0.77,8.67,39.85,1.3,1.1,8.72,41,Good
Amritsar,2020-06-07,26.99,43.07,21.13,15.1,30.36,12.77,0.59,6.56,40.04,1.3,1.1,8.81,42,Good
Amritsar,2020-06-08,27.07,59.04,19.32,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63,51,Satisfactory
Amritsar,2020-06-12,27.87,96.72,16.68,9.17,24.32,12.01,0.71,12.02,30.79,1.29,1.09,8.53,89,Satisfactory
Amritsar,2020-06-13,24.76,93.78,16.61,8.31,24.6,11.93,0.65,10.76,32.52,1.3,1.1,8.82,104,Moderate
Amritsar,2020-06-14,31.92,96.98,15.92,8.01,23.81,12.06,0.69,10.86,32.52,1.3,1.1,8.72,87,Satisfactory
Amritsar,2020-06-15,28.49,108.35,16.93,7.97,24.78,12.0,0.75,16.73,32.52,1.3,1.1,8.81,103,Moderate
Amritsar,2020-06-16,37.0,119.96,19.94,16.04,26.67,13.83,0.68,13.24,31.49,1.21,1.02,8.08,110,Moderate
Amritsar,2020-06-17,40.46,131.87,31.85,26.2,42.08,15.21,0.73,9.2,16.56,1.3,1.1,8.82,117,Moderate
Amritsar,2020-06-18,34.6,123.23,21.98,18.43,30.65,13.91,0.74,12.51,16.48,1.3,1.1,8.72,117,Moderate
Amritsar,2020-06-19,47.94,169.06,19.11,12.63,27.07,12.34,0.62,10.92,16.48,1.3,1.1,8.82,131,Moderate
Amritsar,2020-06-20,55.58,88.74,58.55,53.34,77.94,23.22,0.71,5.53,16.48,1.3,1.1,8.72,120,Moderate
Amritsar,2020-06-22,39.81,95.02,23.84,18.72,32.27,14.43,0.68,4.64,16.48,1.3,1.1,8.72,72,Satisfactory
Amritsar,2020-06-23,68.81,312.18,18.9,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82,125,Moderate
Amritsar,2020-06-24,23.77,69.62,17.0,9.97,23.17,12.08,0.59,7.21,16.48,1.2,1.02,7.97,130,Moderate
Amritsar,2020-06-25,31.68,57.96,18.0,10.71,25.96,11.94,0.74,5.83,16.48,1.3,1.1,8.82,59,Satisfactory
Amritsar,2020-06-26,32.85,151.19,23.35,18.01,31.94,13.71,0.66,4.79,16.48,1.29,1.08,8.54,83,Satisfactory
Amritsar,2020-06-28,45.24,40.0,23.11,17.9,27.47,13.25,0.63,5.22,16.48,1.16,0.98,7.85,85,Satisfactory
Amritsar,2020-06-29,26.77,60.69,26.99,19.83,34.03,14.94,0.67,4.89,16.48,1.3,1.1,8.81,49,Good
Amritsar,2020-06-30,41.64,76.49,22.03,15.97,30.6,13.29,0.69,4.67,16.48,1.3,1.1,8.72,66,Satisfactory
Amritsar,2020-07-01,57.67,100.99,32.81,15.11,30.2,17.73,0.59,3.48,16.48,1.3,1.1,8.82,78,Satisfactory
